No.,Paper no.,Feature name,Feature definition,Category,Data source,Frequency,Formula,Comments,,,,,,,,,,,,,,,,,
857,10,2_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
858,10,2_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
859,10,2_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
860,10,2_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
861,10,2_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
862,10,2_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
863,10,2_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
864,10,2_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
865,10,3_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
866,10,3_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
867,10,3_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
868,10,3_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
869,10,3_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
870,10,3_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
871,10,3_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
872,10,3_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
873,10,3_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
874,10,3_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
875,10,4_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
876,10,4_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
877,10,4_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
878,10,4_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
879,10,4_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
880,10,4_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
881,10,4_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
882,10,4_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
883,10,4_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
884,10,4_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
885,10,5_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
886,10,5_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
887,10,5_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
888,10,5_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
889,10,5_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
890,10,5_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
891,10,5_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
892,10,5_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
893,10,5_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
894,10,5_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
895,10,6_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
896,10,6_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
897,10,6_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
898,10,6_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
899,10,6_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
900,10,6_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
901,10,6_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
902,10,6_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
903,10,6_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
904,10,6_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
905,10,7_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
906,10,7_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
907,10,7_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
908,10,7_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
909,10,7_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
910,10,7_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
911,10,7_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
912,10,7_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
913,10,7_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
914,10,8_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
915,10,8_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
916,10,8_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
917,10,8_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
918,10,8_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
919,10,8_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
920,10,8_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
921,10,8_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
922,10,8_9,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
923,10,8_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
924,10,9_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
925,10,9_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
926,10,9_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
927,10,9_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
928,10,9_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
929,10,9_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
930,10,9_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
931,10,9_8,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
932,10,9_High,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
933,10,10_Low,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
934,10,10_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
935,10,10_3,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
936,10,10_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
937,10,10_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
938,10,10_6,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
939,10,10_7,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
940,11,Day,which day of the week,Primitive,Pandas,Monthly,N/A,,,,,,,,,,,,,,,,,,
941,11,Close,Close price,Primitive,Yahoo Finance/WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
942,11,Vol,Relative change of volume,Technical Indicator,Yahoo Finance/WRDS,Monthly,(Vol(t) -Vol(t-1))/Vol(t-1),,,,,,,,,,,,,,,,,,
943,11,MOM-1,Return of 2 days before,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t-1) - p(t-2))/p(t-2),,,,,,,,,,,,,,,,,,
944,11,MOM-2,Return of 3 days before,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t-2) - p(t-3))/p(t-3),,,,,,,,,,,,,,,,,,
945,11,MOM-3,Return of 4 days before,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t-3) - p(t-4))/p(t-4),,,,,,,,,,,,,,,,,,
946,11,ROC-5,5 days Rate of Change,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t) -p(t-5))/p(t-5) ? 100,,,,,,,,,,,,,,,,,,
947,11,ROC-10,10 days Rate of Change,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t) -p(t-10))/p(t-10) ? 100,,,,,,,,,,,,,,,,,,
948,11,ROC-15,15 days Rate of Change,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t) - p(t-15))/p(t-15) ? 100,,,,,,,,,,,,,,,,,,
949,11,ROC-20,20 days Rate of Change,Technical Indicator,Yahoo Finance/WRDS,Monthly,(p(t) - p(t-20))/p(t-20) ? 100,,,,,,,,,,,,,,,,,,
950,11,EMA-10,10 days Exponential Moving Average,Technical Indicator,Yahoo Finance/WRDS,Monthly,p(t) ?(2/(10 + 1)) + EMA10 (t-1) ?(1-2/(10 + 1)),,,,,,,,,,,,,,,,,,
951,11,EMA-20,20 days Exponential Moving Average,Technical Indicator,Yahoo Finance/WRDS,Monthly,p(t) ?(2/(20 + 1)) + EMA20 (t-1) ?(1-2/(20 + 1)),,,,,,,,,,,,,,,,,,
952,11,EMA-50,50 days Exponential Moving Average,Technical Indicator,Yahoo Finance/WRDS,Monthly,p(t) ?(2/(50 + 1)) + EMA50 (t-1) ?(1-2/(50 + 1)),,,,,,,,,,,,,,,,,,
953,11,EMA-200,200 days Exponential Moving Average,Technical Indicator,Yahoo Finance/WRDS,Monthly,p(t) ?(2/(200 + 1)) + EMA200 (t-1) ?(1-2/(200 + 1)),,,,,,,,,,,,,,,,,,
954,11,DTB4WK,4-Week Treasury Bill: Secondary Market Rate,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
955,11,DTB3,3-Month Treasury Bill: Secondary Market Rate,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
956,11,DTB6,6-Month Treasury Bill: Secondary Market Rate,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
957,11,DGS5,5-Year Treasury Constant Maturity Rate,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
958,11,DGS10,10-Year Treasury Constant Maturity Rate,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
959,11,DAAA,Moody’s Seasoned Aaa Corporate Bond Yield,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
960,11,DBAA,Moody’s Seasoned Baa Corporate Bond Yield,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
961,11,TE1,DGS10-DTB4WK,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
962,11,TE2,DGS10-DTB3,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
963,11,TE3,DGS10-DTB6,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
964,11,TE5,DTB3-DTB4WK,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
965,11,TE6,DTB6-DTB4WK,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
966,11,DE1,DBAA-BAAA,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
967,11,DE2,DBAA-DGS10,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
968,11,DE4,DBAA-DTB6,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
969,11,DE5,DBAA-DTB3,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
970,11,DE6,DBAA-DTB4WK,Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
971,11,CTB3M,"Change in the market yield on U.S. Treasury securities at 3-month constant maturity,
quoted on investment basis",Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
972,11,CTB6M,"Change in the market yield on U.S. Treasury securities at 6-month constant maturity,
quoted on investment basis",Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
973,11,CTB1Y,"Change in the market yield on U.S. Treasury securities at 1-year constant maturity, quoted on investment basis",Other,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
974,11,Oil,"Relative change of oil price (WTI), Oklahoma",Commodity,FRED,Monthly,N/A,,,,,,,,,,,,,,,,,,
975,11,Oil,Relative change of oil price (Brent),Commodity,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
976,11,Oil,Relative change of oil price (WTI),Commodity,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
977,11,Gold,Relative change of gold price (London market),Commodity,FRED,Monthly,N/A,9,,,,,,,,,,,,,,,,,
978,11,Gold-F,Relative change of gold price futures,Commodity,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
979,11,XAU-USD,Relative change of gold spot U.S. dollar,Commodity,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
980,11,XAG-USD,Relative change of silver spot U.S. dollar,Commodity,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
981,11,Gas,Relative change of gas price,Commodity,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
982,11,Silver,Relative change of silver price,Commodity,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
983,11,Copper,Relative change of copper future,Commodity,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
984,11,IXIC,Return of NASDAQ Composite index,World Indices,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
985,11,GSPC,Return of S&P 500 index,World Indices,Yahoo Finance,Monthly,N/A,,,,,,,,,,,,,,,,,,
986,11,DJI,Return of Dow Jones Industrial Average,World Indices,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
987,11,NYSE,Return of NY stock exchange index,World Indices,Yahoo Finance,Monthly,N/A,,,,,,,,,,,,,,,,,,
988,11,RUSSELL,Return of RUSSELL 2000 index,World Indices,Yahoo Finance,Monthly,N/A,,,,,,,,,,,,,,,,,,
989,11,HSI,Return of Hang Seng index,World Indices,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
990,11,SSE,Return of Shang Hai Stock Exchange Composite index,World Indices,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
991,11,FCHI,Return of CAC 40,World Indices,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
992,11,FTSE,Return of FTSE 100,World Indices,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
993,11,GDAXI,Return of DAX,World Indices,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
994,11,USD-Y,Relative change in US dollar to Japanese yen exchange rate,Exchange Rate,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
995,11,USD-GBP,Relative change in US dollar to Japanese yen exchange rate,Exchange Rate,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
996,11,USD-CAD,Relative change in US dollar to Canadian dollar exchange rate,Exchange Rate,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
997,11,USD-CNY,Relative change in US dollar to Chinese yuan exchange rate,Exchange Rate,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
998,11,USD-AUD,Relative change in US dollar to Australian dollar exchange rate,Exchange Rate,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
999,11,USD-NZD,USD-NZD Relative change in US dollar to New Zealand dollar exchange rate,Exchange Rate,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
1000,11,USD-CHF,Relative change in US dollar to Swiss franc exchange rate,Exchange Rate,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
1001,11,USD-EUR,Relative change in US dollar to Euro exchange rate,Exchange Rate,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
1002,11,USDX,Relative change in US dollar index,Exchange Rate,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
1003,11,XOM,Return of Exon Mobil Corporation,U.S. Companies,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
1004,11,JPM,Return of JPMorgan Chase & Co.,U.S. Companies,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
1005,11,AAPL,Return of Apple Inc.,U.S. Companies,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
1006,11,MSFT,Return of Microsoft Corporation,U.S. Companies,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
1007,11,GE,Return of General Electric Company,U.S. Companies,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
1008,11,JNJ,Return of Johnson & Johnson,U.S. Companies,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
1009,11,WFC,Return of Wells Fargo & Company,U.S. Companies,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
1010,11,AMZN,Return of Amazon.com Inc.,U.S. Companies,Yahoo Finance,Monthly,N/A,9,,,,,,,,,,,,,,,,,
1011,11,FCHI-F,Return of CAC 40 Futures,Futures,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
1012,11,FTSE-F,Return of FTSE 100 Futures,Futures,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
1013,11,GDAXI-F,Return of DAX Futures,Futures,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
1014,11,HSI-F,Return of Hang Seng index Futures,Futures,Investing.com,Monthly,N/A,,,,,,,,,,,,,,,,,,
