No.,Paper no.,Feature name,Feature definition,Category,Data source,Frequency,Formula,Comments (Referenced in other papers),,,,,,,,,,,,,,,,,
421,5,PCEPI,Personal Cons. Expend.: Chain Index,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
422,5,DDURRG3M086SBEA,Personal Cons. Exp: Durable goods,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
423,5,DNDGRG3M086SBEA,Personal Cons. Exp: Nondurable goods,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
424,5,DSERRG3M086SBEA,Personal Cons. Exp: Services,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
425,5,S&P 500,S&P’s Common Stock Price Index: Composite,Stock market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
426,5,S&P: indust,S&P’s Common Stock Price Index: Industrials,Stock market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
427,5,S&P div yield,S&P’s Composite Common Stock: Dividend Yield,Stock market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
428,5,S&P PE ratio,S&P’s Composite Common Stock: Price-Earnings Ratio,Stock market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
429,6,"MA(1,9)","Moving average signal (1,9)",Technical indicator,WRDS,Monthly,"1 if MA(1) >= MA(9), 0 if MA(1) < MA(9)",,,,,,,,,,,,,,,,,,
430,6,"MA(1, 12)","Moving average signal (1,12)",Technical indicator,WRDS,Monthly,"1 if MA(1) >= MA(12), 0 if MA(1) < MA(12)",,,,,,,,,,,,,,,,,,
431,6,"MA(2,9)","Moving average signal (2,9)",Technical indicator,WRDS,Monthly,"1 if MA(2) >= MA(9), 0 if MA(2) < MA(9)",,,,,,,,,,,,,,,,,,
432,6,"MA(2, 12)","Moving average signal (2,12)",Technical indicator,WRDS,Monthly,"1 if MA(2) >= MA(12), 0 if MA(2) < MA(12)",,,,,,,,,,,,,,,,,,
433,6,"MA(3,9)","Moving average signal (3,9)",Technical indicator,WRDS,Monthly,"1 if MA(3) >= MA(9), 0 if MA(3) < MA(9)",,,,,,,,,,,,,,,,,,
434,6,"MA(3, 12)","Moving average signal (3,12)",Technical indicator,WRDS,Monthly,"1 if MA(3) >= MA(12), 0 if MA(3) < MA(12)",,,,,,,,,,,,,,,,,,
435,6,MOM(9),9-month momentum,Technical indicator,WRDS,Monthly,"1 if p(t) >= p(t-9), 0 if p(t) < p(t-9)",,,,,,,,,,,,,,,,,,
436,6,MOM(12),12-month momentum,Technical indicator,WRDS,Monthly,"1 if p(t) >= p(t-12), 0 if p(t) < p(t-12)",,,,,,,,,,,,,,,,,,
437,6,"VOL(1, 9)","On-balance volume signal (1,9)",Technical indicator,WRDS,Monthly,"1 if VOL(1) >= VOL(9), 0 if VOL(1) < VOL(9)",,,,,,,,,,,,,,,,,,
438,6,"VOL(1, 12)","On-balance volume signal (1,12)",Technical indicator,WRDS,Monthly,"1 if VOL(1) >= VOL(12), 0 if VOL(1) < VOL(12)",,,,,,,,,,,,,,,,,,
439,6,"VOL(2, 9)","On-balance volume signal (2,9)",Technical indicator,WRDS,Monthly,"1 if VOL(2) >= VOL(9), 0 if VOL(2) < VOL(9)",,,,,,,,,,,,,,,,,,
440,6,"VOL(2, 12)","On-balance volume signal (2,12)",Technical indicator,WRDS,Monthly,"1 if VOL(2) >= VOL(12), 0 if VOL(2) < VOL(12)",,,,,,,,,,,,,,,,,,
441,6,"VOL(3, 9)","On-balance volume signal (3,9)",Technical indicator,WRDS,Monthly,"1 if VOL(3) >= VOL(9), 0 if VOL(3) < VOL(9)",,,,,,,,,,,,,,,,,,
442,6,"VOL(3, 12)","On-balance volume signal (3,12)",Technical indicator,WRDS,Monthly,"1 if VOL(3) >= VOL(12), 0 if VOL(3) < VOL(12)",,,,,,,,,,,,,,,,,,
443,7,VXOCLSx,CBOE S&P 100 Volatility Index: VXO  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
444,7,A2ME,Cross sectional Median of A2ME,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
445,7,AC,Cross sectional Median of AC,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
446,7,AT,Cross sectional Median of AT,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
447,7,ATO,Cross sectional Median of ATO,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
448,7,BEME,Cross sectional Median of BEME,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
449,7,Beta,Cross sectional Median of Beta,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
450,7,C,Cross sectional Median of C,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
451,7,CF,Cross sectional Median of CF,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
452,7,CF2P,Cross sectional Median of CF2P,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
453,7,CTO,Cross sectional Median of CTO,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
454,7,D2A,Cross sectional Median of D2A,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
455,7,D2P,Cross sectional Median of D2P,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
456,7,DPI2A,Cross sectional Median of DPI2A,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
457,7,E2P,Cross sectional Median of E2P,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
458,7,FC2Y,Cross sectional Median of FC2Y,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
459,7,IdioVol,Cross sectional Median of IdioVol,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
460,7,Investment,Cross sectional Median of Investment,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
461,7,Lev,Cross sectional Median of Lev,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
462,7,LME,Cross sectional Median of LME,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
463,7,LT_Rev,Cross sectional Median of LT_Rev,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
464,7,LTurnover,Cross sectional Median of LTurnover,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
465,7,MktBeta,Cross sectional Median of MktBeta,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
466,7,NI,Cross sectional Median of NI,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
467,7,NOA,Cross sectional Median of NOA,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
468,7,OA,Cross sectional Median of OA,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
469,7,OL,Cross sectional Median of OL,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
470,7,OP,Cross sectional Median of OP,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
471,7,PCM,Cross sectional Median of PCM,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
472,7,PM,Cross sectional Median of PM,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
473,7,PROF,Cross sectional Median of PROF,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
474,7,Q,Cross sectional Median of Q,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
475,7,r2_1,Cross sectional Median of r2_1,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
476,7,r12_2,Cross sectional Median of r12_2,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
477,7,r12_7,Cross sectional Median of r12_7,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
478,7,r36_13,Cross sectional Median of r36_13,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
479,7,Rel2High,Cross sectional Median of Rel2High,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
480,7,Resid,Cross sectional Median of Resid_Var,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
481,7,RNA,Cross sectional Median of RNA,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
482,7,ROA,Cross sectional Median of ROA,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
483,7,ROE,Cross sectional Median of ROE,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
484,7,S2P,Cross sectional Median of S2P,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
485,7,SGA2S,Cross sectional Median of SGA2S,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
486,7,Spread,Cross sectional Median of Spread,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
487,7,ST_REV,Cross sectional Median of ST_REV,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
488,7,SUV,Cross sectional Median of SUV,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
489,7,Variance,Cross sectional Median of Variance,Firm-specific,WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
490,9,Date_SPY,trading dates considered,SPY return in current and three previous days,yahoo finance/WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
491,9,Close_SPY,closing prices of SPY on the trading days,SPY return in current and three previous days,yahoo finance/WRDS,Monthly,N/A,,,,,,,,,,,,,,,,,,
492,9,SPYt,The return of the SPDR S&P 500 ETF (SPY) in day t.,SPY return in current and three previous days,yahoo finance/WRDS,Monthly,(p(t) -p(t-1))/p(t-1),,,,,,,,,,,,,,,,,,
493,9,SPYt1,The return of the SPY in day t-1.,SPY return in current and three previous days,yahoo finance/WRDS,Monthly,(p(t-1) - p(t-2))/p(t-2),,,,,,,,,,,,,,,,,,
494,9,SPYt2,The return of the SPY in day t-2.,SPY return in current and three previous days,yahoo finance/WRDS,Monthly,(p(t-2) - p(t-3))/p(t-3),,,,,,,,,,,,,,,,,,
495,9,SPYt3,The return of the SPY in day t-3.,SPY return in current and three previous days,yahoo finance/WRDS,Monthly,(p(t-3) - p(t-4))/p(t-4),,,,,,,,,,,,,,,,,,
496,9,RDP5,The 5-day relative difference in percentage of the SPY.,Relative difference in percentage of the SPY return,yahoo finance/WRDS,Monthly,(p(t) -p(t-5))/p(t-5) ? 100,,,,,,,,,,,,,,,,,,
497,9,RDP10,The 10-day relative difference in percentage of the SPY.,Relative difference in percentage of the SPY return,yahoo finance/WRDS,Monthly,(p(t) -p(t-10))/p(t-10) ? 100,,,,,,,,,,,,,,,,,,
498,9,RDP15,The 15-day relative difference in percentage of the SPY.,Relative difference in percentage of the SPY return,yahoo finance/WRDS,Monthly,(p(t) - p(t-15))/p(t-15) ? 100,,,,,,,,,,,,,,,,,,
499,9,RDP20,The 20-day relative difference in percentage of the SPY.,Relative difference in percentage of the SPY return,yahoo finance/WRDS,Monthly,(p(t) - p(t-20))/p(t-20) ? 100,,,,,,,,,,,,,,,,,,
500,9,EMA10,The 10-day exponential moving average of the SPY.,Exponential moving averages of the SPY return,yahoo finance/WRDS,Monthly,p(t) ?(2/(10 + 1)) + EMA10 (t-1) ?(1-2/(10 + 1)),,,,,,,,,,,,,,,,,,
501,9,EMA20,The 20-day exponential moving average of the SPY.,Exponential moving averages of the SPY return,yahoo finance/WRDS,Monthly,p(t) ?(2/(20 + 1)) + EMA20 (t-1) ?(1-2/(20 + 1)),,,,,,,,,,,,,,,,,,
502,9,EMA50,The 50-day exponential moving average of the SPY.,Exponential moving averages of the SPY return,yahoo finance/WRDS,Monthly,p(t) ?(2/(50 + 1)) + EMA50 (t-1) ?(1-2/(50 + 1)),,,,,,,,,,,,,,,,,,
503,9,EMA200,The 200-day exponential moving average of the SPY.,Exponential moving averages of the SPY return,yahoo finance/WRDS,Monthly,p(t) ?(2/(200 + 1)) + EMA200 (t-1) ?(1-2/(200 + 1)),,,,,,,,,,,,,,,,,,
504,9,T1,"1-month T-bill rate (in percentage), secondary market, business days, discount basis.",T-bill rates (day t),H. 15 Release - Federal Reserve Board of Governors (https://research.stlouisfed.org/fred2/series/DGS5/downloaddata ),Monthly,N/A,,,,,,,,,,,,,,,,,,
505,9,T3,"3-month T-bill rate, secondary market, business days, discount basis.",T-bill rates (day t),H. 15 Release - Federal Reserve Board of Governors (https://research.stlouisfed.org/fred2/series/DGS5/downloaddata ),Monthly,N/A,,,,,,,,,,,,,,,,,,
506,9,T6,"6-month T-bill rate, secondary market, business days, discount basis.",T-bill rates (day t),H. 15 Release - Federal Reserve Board of Governors (https://research.stlouisfed.org/fred2/series/DGS5/downloaddata ),Monthly,N/A,,,,,,,,,,,,,,,,,,
507,9,T60,"5-year T-bill constant maturity rate, secondary market, business days.",T-bill rates (day t),H. 15 Release - Federal Reserve Board of Governors ( https://research.stlouisfed.org/fred2/series/DGS5/downloaddata ),Monthly,N/A,,,,,,,,,,,,,,,,,,
508,9,T120,"10-year T-bill constant maturity rate, secondary market, business days.",T-bill rates (day t),"H. 15 Release - Federal Reserve Board of Governors (https://research.stlouisfed.org/fred2/series/DGS10?catbc=1&utm _ expid=19978471-Srcl7QpGidAURO4vg _ Q.1&utm _ referrer=https%3A%2F%2Fresearch.stlouisfed.org%
2Ffred2%2Frelease%3Frid%3D18 )",Monthly,N/A,,,,,,,,,,,,,,,,,,
509,9,CD1,"Average rate on 1-month neogtiable certificates of deposit (secondary market), quoted on an investment basis.",Certificate of deposit rates (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
510,9,CD3,"Average rate on 3-month neogtiable certificates of deposit (secondary market), quoted on an investment basis.",Certificate of deposit rates (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
511,9,CD6,"Average rate on 6-month neogtiable certificates of deposit (secondary market), quoted on an investment basis.",Certificate of deposit rates (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
512,9,Oil,"Relative change in the price of the crude oil (Cushing, OK WTI Spot Price FOB (dollars per barrel)).",Financial and economical indicators (day t),"Energy Inormation Administration,
http://tonto.eia.doe.gov/dnav/pet/hist/rwtcd.htm (workon
cleaning the price column first using the SPY dates as
control, then calculate the relative change)
usagold.com(useFirefoxtoSelectAll,thencopyandpasteto
an Excel file) (the dates used by USAGOLD are not matching
with the SPY prices from yahoo.finance. For example, after
06/09/2004. We still clean/estimate/delete the gold prices
based on the dates of SPY prices from finance.yahoo.com .
Use the same procedure in the whole data set: Take the
average of the two closest data with the missing one in the
middle. Then delete the mismatching one, and calculate the
relatvie difference as before. Another example, the data in
2011, all Friday’s prices were recorded as Sunday’s prices, so
we estimated Friday’s prices with the average of Thursday
and Sunday’s prices. Then deleted Sunday’s prices. If there
are n continuous values missing, then take the average of
the n available values on each side of these n missing values,
use the average for all n missing values)",Monthly,N/A,,,,,,,,,,,,,,,,,,
513,9,Gold,Relative change in the gold price,Financial and economical indicators (day t),"Energy Inormation Administration,
http://tonto.eia.doe.gov/dnav/pet/hist/rwtcd.htm (workon
cleaning the price column first using the SPY dates as
control, then calculate the relative change)
usagold.com(useFirefoxtoSelectAll,thencopyandpasteto
an Excel file) (the dates used by USAGOLD are not matching
with the SPY prices from yahoo.finance. For example, after
06/09/2004. We still clean/estimate/delete the gold prices
based on the dates of SPY prices from finance.yahoo.com .
Use the same procedure in the whole data set: Take the
average of the two closest data with the missing one in the
middle. Then delete the mismatching one, and calculate the
relatvie difference as before. Another example, the data in
2011, all Friday’s prices were recorded as Sunday’s prices, so
we estimated Friday’s prices with the average of Thursday
and Sunday’s prices. Then deleted Sunday’s prices. If there
are n continuous values missing, then take the average of
the n available values on each side of these n missing values,
use the average for all n missing values)",Monthly,N/A,,,,,,,,,,,,,,,,,,
514,9,CTB3M,"Change in the market yield on US Treasury securities at 3-month constant maturity, quoted on investment basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
515,9,CTB6M,"Change in the market yield on US treasury securities at 6-month constant maturity, quoted on investment basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
516,9,CTB1Y,"Change in the market yield on US Treasury securities at 1-year constant maturity, quoted on investment
basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
517,9,CTB5Y,"Change in the market yield on US Treasury securities at 5-year constant maturity, quoted on investment
basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
518,9,CTB10Y,"Change in the market yield on US Treasury securities at 10-year constant maturity, quoted on investment
basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
519,9,AAA,"Change in the Moody’s yield on seasoned corporate bonds - all industries, Aaa.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
520,9,BAA,"Change in the Moody’s yield on seasoned corporate
bonds - all industries, Baa.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
521,9,TE1,Term spread between T120 and T1.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
522,9,TE2,Term spread between T120 and T3.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
523,9,TE3,Term spread between T120 and T6.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
524,9,TE5,Term spread between T3 and T1.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
525,9,TE6,Term spread between T6 and T1.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
526,9,DE1,Default spread between BAA and AAA.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
527,9,DE2,Default spread between BAA and T120.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
528,9,DE4,Default spread between BAA and T6.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
529,9,DE5,Default spread between BAA and T3.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
530,9,DE6,Default spread between BAA and T1.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
531,9,DE7,Default spread between CD6 and T6.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
532,9,USD_Y,Relative change in the exchange rate between US dollar and Japanese yen.,Exchange rate between USD and four other currencies (day t),Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
533,9,USD_GBP,Relative change in the exchange rate between US dollar and British pound.,Exchange rate between USD and four other currencies (day t),Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
534,9,USD_CAD,Relative change in the exchange rate between US dollar and Canadian dollar.,Exchange rate between USD and four other currencies (day t),Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
535,9,USD_CNY,Relative change in the exchange rate between US dollar and Chinese Yuan (Renminbi).,Exchange rate between USD and four other currencies (day t),Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
536,9,HSI,Hang Seng index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
537,9,SSE Composite,Shang Hai Stock Exchange Composite index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
538,9,FCHI,CAC 40 index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
539,9,FTSE,FTSE 100 index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
540,9,GDAXI,DAX index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
541,9,DJI,Dow Jones Industrial Average index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
542,9,IXIC,NASDAQ Composite index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
543,9,V,Relative change in the trading volume of S&P 500 index (SPY),SPY trading volume (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
544,9,AAPL,Apple Inc stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
545,9,MSFT,Microsoft stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
546,9,XOM,Exxon Mobil stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
547,9,GE,General Electric stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
548,9,JNJ,Johnson and Johnson stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
549,9,WFC,Wells Fargo stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
550,9,AMZN,Amazon.com Inc stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
551,9,JPM,JPMorgan Chase & Co stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
552,10,D_log(DIV),"Log difference of the sum of the dividends in
the last 4 quarters (divs are not reinvested)","Prices, Yield, Dividends (PYD)",CRSP,Monthly,Log difference of the sum of the dividends in the last 4 quarters (divs are not reinvested),,,,,,,,,,,,,,,,,,
553,10,D_log(P),"Log difference of the CRSP portfolio price
when dividends are not reinvested","Prices, Yield, Dividends (PYD)",CRSP,Monthly,Log difference of the CRSP portfolio price when dividends are not reinvested,,,,,,,,,,,,,,,,,,
554,10,D_DIVreinveste,"Log difference of the sum of the dividends in
the last 4 quarters (divs are reinvested)","Prices, Yield, Dividends (PYD)",CRSP,Monthly,"Log difference of the sum of the dividends in
the last 4 quarters (divs are reinvested)",,,,,,,,,,,,,,,,,,
555,10,D_Preinveste,"Log difference of the CRSP portfolio price
when dividends are reinvested","Prices, Yield, Dividends (PYD)",CRSP,Monthly,Log difference of the CRSP portfolio price when dividends are reinvested,,,,,,,,,,,,,,,,,,
556,10,d-p,"DIVreinveste - Preinveste ¼ log(DIV) -
log(P)","Prices, Yield, Dividends (PYD)",CRSP,Monthly,"DIVreinveste - Preinveste ¼ log(DIV) -
log(P)",,,,,,,,,,,,,,,,,,
557,10,RREL,"Difference b/w Risk free and its last 4
quarters average",Interest rates and Spread (IRS),FED,Monthly,"Difference b/w Risk free and its last 4
quarters average",,,,,,,,,,,,,,,,,,
558,10,Yield10y,Quarterly yield of bonds with maturity 10 years,Interest rates and Spread (IRS),FED,Monthly,Quarterly yield of bonds with maturity 10 years,,,,,,,,,,,,,,,,,,
559,10,TRM10y-3m,"Difference b/w 10yTbonds rate and the risk
free rate",Interest rates and Spread (IRS),FED,Monthly,Difference b/w 10yTbonds rate and the risk free rate,,,,,,,,,,,,,,,,,,
560,10,Yield1y,"Yield from a t-bond with maturity one year
(secondary mkt, nominal)",Interest rates and Spread (IRS),FED,Monthly,"Yield from a t-bond with maturity one year (secondary mkt, nominal)",,,,,,,,,,,,,,,,,,
561,10,TRM10y-1y,Term spread b/w 10years and 1 year t-bonds.,Interest rates and Spread (IRS),FED,Monthly,Term spread b/w 10years and 1 year t-bonds,,,,,,,,,,,,,,,,,,
562,10,AAA,"AAA cor-porate bonds yield (Moody’s
seasoned)",Interest rates and Spread (IRS),FED,Monthly,"AAA cor-porate bonds yield (Moody’s
seasoned)",,,,,,,,,,,,,,,,,,
563,10,BAA,"BAA corporate bonds yield (Moody’s
seasoned)",Interest rates and Spread (IRS),FED,Monthly,"BAA corporate bonds yield (Moody’s
seasoned)",,,,,,,,,,,,,,,,,,
564,10,DEF,AAA-BAA yield: risk default spread,Interest rates and Spread (IRS),FED,Monthly,AAA-BAA yield: risk default spread,,,,,,,,,,,,,,,,,,
565,10,RF,"One-month Treasury bill rate from French
data set",Interest rates and Spread (IRS),French,Monthly,One-month Treasury bill rate from French data set,,,,,,,,,,,,,,,,,,
566,10,R15-R11,"Small stock value spread constructed from
French database",Risk Factors (RiF),French,Monthly,Small stock value spread constructed from French database,,,,,,,,,,,,,,,,,,
567,10,factor,"Piazzesi-Cochrane risk factor, quarterly
average (Cochrane and Piazzesi, 2005)",Risk Factors (RiF),CP,Monthly,"Piazzesi-Cochrane risk factor, quarterly
average (Cochrane and Piazzesi, 2005)",,,,,,,,,,,,,,,,,,
568,10,CAY,"Lettau-Ludvigson risk factor (Lettau and
Ludvigson, 2001a)",Risk Factors (RiF),LL,Monthly,"Lettau-Ludvigson risk factor (Lettau and Ludvigson, 2001a)",,,,,,,,,,,,,,,,,,
569,10,Mkt-RF,"Fama-French market risk factor (Fama and
French, 1993)",Risk Factors (RiF),French,Monthly,"Fama-French market risk factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
570,10,SMB,"Fama-French risk factor (Fama and French,
1993)",Risk Factors (RiF),French,Monthly,"Fama-French risk factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
571,10,HML,"Fama-French risk factor (Fama and French,
1993)",Risk Factors (RiF),French,Monthly,"Fama-French risk factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
572,10,UMD,"Momentum risk factor, French data set",Risk Factors (RiF),French,Monthly,"Momentum risk factor, French data set
(Industry Returns 4 digit SIC codes, French data set)",,,,,,,,,,,,,,,,,,
573,10,Agric,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
574,10,Food,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
575,10,Soda,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
576,10,Beer,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
577,10,Smoke,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
578,10,Toys,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
579,10,Fun,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
